Codigo da IES,Natureza,Situacao,DIAS,%,CI N,CI V,IGC_N,IGC_M,IGC_V,EAD_17,variacao mat,mat_T 2017,% FIES,CURSOS,saldo 2017,Variacao 17-16
14169,0,Ativa,6235,0.285714285714286,3,S/C,1.6476,1.6476,1.6476,1,0.612903225806452,31,0.032258064516129,1,37210.5299999999,24.2148050590286
13724,1,Ativa,2992,1.0,5,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2854,1,Ativa,5185,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4452,1,Ativa,2411,0.697674418604651,4,3,2.0866,2.1994,2.1969,1,-0.0222342733188721,1844,0.43058568329718,11,9909891.46,0.0
20481,1,Ativa,39,0.6,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
277,0,Ativa,256,0.705882352941177,3,3,2.4849,2.189,2.0985,1,0.0360254083484572,22040,0.0830762250453721,62,-22099623.67,2.50659647630697
20685,0,Ativa,334,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
607,0,Ativa,885,0.555555555555556,3,S/C,2.1391,2.1391,2.1391,1,-0.0151975683890577,329,0.0,2,242656.7,0.0630000033912868
1087,0,Ativa,7840,0.524390243902439,5,4,2.2442055529361,2.2845,,1,0.0587039390088946,3935,0.318932655654384,22,29229316.89,0.99550732595794
13625,1,Ativa,143,0.790697674418605,4,3,1.9962,1.9962,1.9962,1,0.212927756653992,263,0.0228136882129278,5,4438891.89,-3.35536207346791
2058,1,Ativa,1005,0.5,4,S/C,2.7801,2.4888,2.4888,1,-0.173482032218092,807,0.105328376703841,9,2179659.76,0.69121103185837
1680,1,Ativa,123,0.591836734693878,4,2,2.079,2.0115,2.0115,1,1.35887096774194,248,0.0524193548387097,4,856569.0,1.32211759126098
554,0,Ativa,16909,0.224489795918367,S/C,S/C,2.9056,2.1559,2.1559,1,-0.471264367816092,87,0.0,2,29304.6,-0.926033258556198
4095,1,Extinta,5199,0.1875,2,S/C,0,2.3441,2.3441,1,-0.0387596899224806,129,0.0,3,65491.73,4.24259479865772
17738,0,Ativa,1007,0.75,4,S/C,S/D,S/D,S/D,1,-0.597222222222222,72,0.0,2,-7279354.53,0.448196553199452
15980,1,Ativa,1792,0.285714285714286,3,3,S/D,S/D,S/D,1,0.0,11,0.0,2,2402566.56,0.0
4252,1,Ativa,5134,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
20612,1,Ativa,123,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
17933,0,Ativa,923,0.545454545454545,4,S/C,S/D,S/D,,1,0.0,148,0.222972972972973,5,49839509.88,0.0
21676,1,Ativa,528,0.666666666666667,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
475,0,Ativa,2904,0.6,5,5,2.4955,2.4955,2.1298,1,-0.0912596401028277,778,0.280205655526992,1,-6752776.83000001,-2.22678475075706
4588,1,Ativa,1098,0.226415094339623,3,S/C,1.9535,1.6761,1.6761,1,-0.08,200,0.205,2,66262.5,-0.357342871120005
2192,0,Ativa,6124,0.869565217391304,4,3,3.0212,3.0351,3.0351,1,-0.0331125827814569,302,0.0960264900662252,7,-72576.4999999996,0.572128724370767
3157,1,Ativa,920,0.5,3,S/C,2.3091,2.3813,2.3813,1,0.0,344,0.0,1,227362.89,1.18008832909984
14961,0,Ativa,2139,0.272727272727273,3,3,S/D,S/D,S/D,1,-0.354166666666667,48,0.0,1,308435.26,-2.55246307558513
3837,1,Ativa,5535,0.162162162162162,S/D,S/D,S/D,S/D,S/D,1,0.0,1,0.0,-1,372408.84,0.0
14156,0,Ativa,668,0.523076923076923,4,3,2.187,2.429,2.2288,1,-0.0094196292920084,3291,0.178061379519903,14,13076296.55,0.357244406396972
3680,1,Ativa,123,0.526315789473684,4,3,3.5689,3.645870134448901,3.5689,1,0.414285714285714,560,0.0785714285714286,8,-632319.560000001,-29.2448252226578
1885,1,Ativa,2568,0.596774193548387,4,4,2.9371,2.7579,2.7579,1,-0.0558912386706949,3310,0.315105740181269,9,21682908.58,-0.129775295544535
4530,1,Ativa,4738,0.682692307692308,4,4,2.9625,2.918327626279862,2.8682,1,-0.0171209731921604,8878,0.358639333183149,26,37903979.63,0.691203128446198
16725,0,Ativa,319,0.3,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3526,1,Extinta,4553,0.133333333333333,S/D,S/D,S/D,S/D,S/D,1,0.304038004750594,421,0.0,2,78797150.19,-2792.34674134257
77,0,Ativa,16462,0.304347826086957,3,S/C,3.4361,3.0741,3.0741,1,-0.105960264900662,453,0.211920529801325,9,792736.07,1.52183407078997
21442,1,Ativa,528,0.416666666666667,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
18208,0,Extinta,1001,0.571428571428571,S/C,S/C,S/D,S/D,S/D,1,0.0,83,0.156626506024096,2,71109811.4,0.0
1327,0,Ativa,866,0.695652173913044,3,4,3.3427,3.3427,3.3427,1,0.0701754385964912,1311,0.20137299771167,5,21811018.85,-1.12609666238983
2918,1,Ativa,5320,0.5,4,S/C,2.8956,2.9163,2.7935,1,0.0574088440651668,1289,0.581070597362296,8,3781377.82,-0.45902568414879
13883,0,Ativa,2772,0.75,4,4,3.8897,3.8897,0.019201239039141275,1,-0.0814663951120163,491,0.0570264765784114,7,-390161.25,0.855003041185396
5403,1,Ativa,7399,0.597938144329897,4,4,2.6452,2.8202,2.8228,1,0.039566177947379,4979,0.167704358304881,27,5788094.44,-1.86541645837999
3518,1,Ativa,2139,0.625,3,3,2.3351,2.304,2.2997,1,0.0249221183800623,642,0.285046728971963,6,2616428.21,-1.46024528740877
17894,0,Ativa,1034,0.285714285714286,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
18051,1,Ativa,1081,0.5,4,S/C,S/D,S/D,S/D,1,0.0,77,0.0,3,100883.89,0.0
2165,1,Ativa,823,0.583333333333333,3,3,1.8972,1.8972,1.8972,1,-0.161490683229814,161,0.217391304347826,1,1240490454.3,0.305633398440824
3776,1,Ativa,976,0.681818181818182,3,S/C,1.8845,1.8845,,1,0.145756457564576,542,0.618081180811808,9,79979200.99,0.580656272024224
19727,0,Ativa,248,0.6,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,4,0.0,0.0
763,1,Ativa,1907,0.643410852713178,3,3,2.2874,1.9719,1.9171,1,-0.0083788706739526,2745,0.285974499089253,17,79979200.99,0.580656272024224
10116,0,Ativa,539,0.764705882352941,3,4,2.6126,0,0,1,-0.0487179487179488,390,0.0,8,-1671489.44,0.281639396062643
4859,0,Ativa,3997,0.0,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
449,0,Ativa,977,0.784182305630027,3,S/C,2.652107254213519,2.5842,2.4712,1,0.0552797456350755,35854,0.149550956657556,162,293082128.99,1.2724538419328
2504,1,Extinta,5338,0.727272727272727,3,S/C,2.6935,2.6935,2.4262,0,0.0,0,0.0,0,0.0,0.0
21281,1,Ativa,255,0.8,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,3,0.0,0.0
18749,1,Ativa,774,0.285714285714286,S/C,S/C,S/D,S/D,S/D,1,0.0,27,0.0,1,7625.0,0.0
13845,0,Ativa,2569,0.625,4,3,S/D,S/D,S/D,1,-0.119047619047619,84,0.0,1,34580562.21,-4.88333870028464
5352,1,Extinta,3772,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,4,0.0,0.0
1079,0,Ativa,403,0.631578947368421,3,3,2.3469,2.3469,2.3469,1,0.0929951690821256,828,0.0048309178743961,5,-22938.6299999994,-0.155215546361745
2275,1,Ativa,6255,0.534090909090909,4,3,2.2486,2.2486,2.2486,1,0.0196078431372548,1377,0.549745824255628,1,6118521.56000001,-1.56471255138079
2494,0,Ativa,6143,0.788235294117647,4,4,2.654398388098342,2.8227,2.9119,1,0.0658724597056764,1427,0.132445690259285,17,766937.089999996,-0.808212346367948
1520,0,Ativa,774,0.238095238095238,5,S/C,4.1313,4.1324,4.1483,1,0.056910569105691,123,0.105691056910569,1,-14950874.08,-15.5126594724802
19587,1,Ativa,852,0.833333333333333,3,S/C,S/D,S/D,S/D,1,0.0,29,0.103448275862069,2,-15071.97,0.0
2022,1,Ativa,1811,0.552631578947369,3,3,2.3097,2.2903,2.2903,1,-0.189017951425554,947,0.164730728616684,9,3530026.23,0.0
1840,0,Ativa,1907,0.467741935483871,4,3,2.5336,2.5719,2.4856385832298433,1,0.153444676409186,958,0.272442588726514,8,-252614.609999999,1.12161660374542
11752,1,Ativa,3510,0.615384615384615,3,4,3.3397,3.3397,,1,0.642857142857143,28,0.25,2,77000.0,-1.09293278582235
295,0,Ativa,2840,0.829710144927536,5,5,3.0555,2.9421,,1,0.0971440270242605,9769,0.347118435868564,68,28882539.99,15.5510937680589
21888,1,Ativa,350,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
18072,0,Ativa,977,0.75,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-2,0.0,0.0
21812,0,Ativa,304,0.666666666666667,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1445,0,Ativa,2421,0.849056603773585,4,4,2.9705,2.9397,2.9407,1,0.0801764400622729,3854,0.0,12,10602226.15,-0.898096048436207
4863,1,Ativa,2519,0.686274509803922,4,3,2.5361,2.6813,2.6364,1,0.0537600994406464,3218,0.364201367308888,15,431042267.25,0.135738055600144
3393,1,Ativa,20,0.622222222222222,3,3,2.0018,2.0197936036594473,2.101,1,0.444015444015444,518,0.424710424710425,7,2524133.6,-0.176437372504972
23352,1,Ativa,402,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2241,1,Ativa,5978,0.694444444444444,4,3,2.6646,2.6806,2.6806,1,-0.0290519877675841,1962,0.229357798165138,12,1240490454.3,0.305633398440824
16,1,Extinta,17192,0.591304347826087,5,S/C,0,2.0271,2.2678,0,0.0,0,0.0,0,0.0,0.0
1738,1,Ativa,2338,0.578947368421053,4,3,2.1887,2.2081,2.3105,1,0.0732722731057451,1201,0.21398834304746,7,293082128.99,1.2724538419328
21494,1,Ativa,161,0.136363636363636,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
5374,1,Extinta,3659,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21088,0,Ativa,482,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
1866,0,Ativa,6496,0.125,4,S/C,0,1.4,1.4,1,-0.152317880794702,151,0.0,4,417835.24,0.83527118035333
3117,1,Extinta,1098,0.526315789473684,4,S/C,2.6551,2.6551,2.687102562904012,1,-0.299465240641711,561,0.622103386809269,4,6118521.56000001,-1.56471255138079
4029,1,Ativa,157,0.5,3,2,2.7254,2.3979,2.5082,1,-0.200557103064067,718,0.0863509749303621,8,240437538.34,98.2082380271484
762,0,Extinta,14088,0.0,S/C,S/C,0,0,,0,0.0,0,0.0,0,0.0,0.0
1918,1,Ativa,805,0.431818181818182,4,3,2.5313,2.5192,2.5192,1,-0.108643933386201,1261,0.101506740681998,10,546807.6,-0.672322871775172
3602,1,Ativa,1596,0.719298245614035,5,4,2.9,2.7407150957587905,2.8891,1,-0.0185283218634198,5667,0.308981824598553,24,9663258.93,-0.658915083631393
4766,1,Ativa,1596,0.75531914893617,4,4,3.313,2.9686166727110015,3.134,1,-0.0913601868067717,3426,0.386748394629305,22,38579077.49,-0.174961733374349
2280,1,Ativa,5452,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
20700,1,Ativa,528,0.625,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4013,1,Ativa,4599,0.685714285714286,4,5,2.4415,2.4087,,1,-0.121364092276831,997,0.215646940822467,9,1052726759.1,0.189707637063632
2774,0,Ativa,6116,0.851851851851852,4,4,3.033,3.0394,2.9904,1,0.0185546875,4096,0.24853515625,19,11160244.75,0.740728222357183
4113,1,Ativa,88,0.578947368421053,4,4,2.9045,2.9045,3.305,1,-0.063858695652174,736,0.15625,8,10492771.06,54.8754505499069
3869,1,Ativa,460,0.457142857142857,4,4,2.7087,2.7475042224918864,2.3975,1,-0.0074887668497254,2003,0.423364952571143,4,15515152.76,0.0123631215838071
5600,0,Ativa,3799,0.478260869565217,4,4,2.3397,2.4385,2.4385,1,0.351001177856302,849,0.0376914016489988,4,614367.469999997,0.0238661335262382
1298,1,Ativa,7313,0.73972602739726,3,3,2.4867,2.4419,,1,-0.0892743475493316,6284,0.299490770210057,13,883811672.09,0.0606649985333643
4598,0,Ativa,4553,0.388888888888889,1,3,0.22904592286357944,1.9078,1.9078,1,0.383458646616541,133,0.0601503759398496,2,240437538.34,2826.54724694482
14858,1,Ativa,2833,0.576923076923077,3,3,1.4793,1.4793,1.4793,1,0.0088495575221239,113,0.0,6,271698.32,5.32011915487133
636,0,Ativa,2338,0.741935483870968,3,S/C,3.1322,3.0463,3.0345,1,0.0136525939928587,4761,0.0884268010922075,7,38054815.21,-1.12609666238983
1541,1,Ativa,2527,0.663716814159292,4,S/C,2.0674194270787045,2.297,2.297,1,0.559752747252747,2912,0.0188873626373626,24,-4022701.42,5.28844512139783
3789,0,Ativa,2139,0.461538461538462,5,4,2.6802,2.653,2.5298,1,-0.0843797086891009,1991,0.393269713711703,6,10492771.06,-2.04912174029869
1501,0,Extinta,6968,0.315789473684211,3,S/C,2.2283,2.2283,2.2283,1,-0.0461538461538461,130,0.0,4,722854.0,0.543118166047401
4355,1,Ativa,5134,0.0769230769230769,2,S/C,S/D,S/D,S/D,1,4.0,3,0.0,1,14500.0,0.0
3285,1,Ativa,70,0.285714285714286,3,3,2.64,2.8264769640982412,2.496,1,-0.120473022912047,1353,0.626016260162602,6,6410932.62,-0.456404688162466
10,0,Ativa,2751,0.728778467908903,5,S/C,3.2163,3.0265,2.991,1,0.093428923695146,21899,0.0883145349102699,100,11948066.3,0.0
3770,0,Ativa,125,0.6,4,3,2.743,2.743,2.743,1,0.0757575757575757,198,0.0,1,227985.47,-0.383878602101246
3607,1,Ativa,664,0.344827586206897,4,2,2.5518,2.5518,2.5518,1,-0.099250936329588,534,0.0,2,21148.1099999993,-1.08010826619831
1711,1,Ativa,2568,0.4,4,S/C,2.0081,2.2038,2.3376,1,0.0985460420032309,1238,0.303715670436187,15,240437538.34,0.0886639122336301
1908,0,Ativa,6335,0.38,3,S/C,2.6093,2.6887,2.6887,1,-0.32764073371284,1581,0.16382036685642,18,249947.92,-0.538719892066259
10846,1,Ativa,2520,0.909090909090909,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19198,1,Ativa,923,0.428571428571429,S/C,S/C,S/D,S/D,S/D,1,0.0,20,0.0,5,14000.0,0.0
1509,1,Ativa,1811,0.781818181818182,4,4,2.7266,2.7118,2.7524,1,0.012769878883623,7596,0.292127435492364,985,1602241454.94,0.165875934528366
1449,0,Ativa,2904,0.555555555555556,3,3,2.9492,2.9591,2.9591,1,-0.233704292527822,629,0.152623211446741,4,240437538.44,38.4418750131861
448,1,Ativa,1081,0.773109243697479,5,4,3.0412,2.8753,2.8197,1,-0.0571662571662571,18315,0.226208026208026,75,70653412.89,0.229627179921824
1842,0,Ativa,1005,0.515151515151515,4,3,2.6054,2.5977,2.5977,1,0.161985018726592,1068,0.230337078651685,5,7075674.77,1.96921411977574
3155,0,Ativa,6051,0.631578947368421,3,S/C,0,0,1.7,1,-0.0743801652892562,242,0.012396694214876,6,853477.59,0.859351739111396
1728,1,Ativa,866,0.660714285714286,3,S/C,2.651045592854667,2.7272,2.7091,1,0.132030631106417,3787,0.525481911803538,13,-4318938.29999999,-2.84345817225036
21421,1,Ativa,558,0.5,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
21355,1,Ativa,319,1.0,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4772,1,Ativa,3997,0.222222222222222,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19219,1,Ativa,923,0.583333333333333,S/C,S/C,S/D,S/D,S/D,1,0.0,17,0.0,2,30700.0,0.0
1124,1,Ativa,7791,0.15,3,3,2.1218,2.1218,2.144803901188065,1,-0.0034965034965035,572,0.0594405594405594,2,1110958.48,11.9255927016902
1456,1,Ativa,143,0.607142857142857,3,3,2.4575,2.4304,2.4304,1,0.245499181669394,611,0.204582651391162,3,1052726759.1,0.189707637063632
3617,1,Ativa,2412,0.411764705882353,3,3,2.1962,2.1962,2.1962,1,-0.0737937559129612,1057,0.562913907284768,2,2208800.18,-0.151468555303073
1068,0,Ativa,2653,0.785714285714286,4,4,3.489,3.7853,3.7853,1,-0.0424710424710425,1036,0.458494208494209,7,7252910.05,-0.121502701141861
124,0,Ativa,1007,0.746192893401015,4,3,2.6607,2.5551,2.4953,1,0.0307079532314019,7783,0.179879223949634,36,20174158.86,9.54713419416133
1314,1,Ativa,1005,0.384615384615385,3,3,2.3679,2.3679,2.3679,1,0.0,1,0.0,1,1330230.24,-118873.865
1400,0,Ativa,539,0.5,4,4,2.9129,2.8699,2.8699,1,0.0711548987411057,1827,0.0153256704980843,8,1142923.25999999,-8.19016505687793
190,0,Ativa,734,0.666666666666667,3,S/C,2.2662,2.2662,2.3213,1,-0.0157553290083411,1079,0.0,1,25966522.26,0.088425619906034
1623,0,Ativa,980,0.6,4,S/C,1.8085,1.8085,2.103,1,-0.0792452830188679,265,0.350943396226415,1,2770420.18,0.351561642543952
20666,1,Ativa,410,0.6,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
349,1,Ativa,97,0.863799283154122,4,4,3.11,2.9673,2.9362,1,0.0585365853658537,16400,0.464329268292683,84,197292118.9,1.75299658037083
3178,0,Extinta,6024,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4362,1,Ativa,2751,0.860215053763441,3,3,2.6309,2.4893,2.2952,1,0.104863221884498,7896,0.41983282674772,23,431042267.25,0.135738055600144
15133,1,Ativa,2079,0.51219512195122,3,S/C,2.9392,0,0,1,-0.684887459807074,311,0.0,2,200000.0,-0.872448979591837
2191,1,Ativa,5971,0.666666666666667,4,3,2.1416,2.1483,2.2335,1,-0.0453568357695615,4652,0.44518486672399,17,1052726759.1,0.189707637063632
2652,1,Ativa,4905,0.619047619047619,3,S/C,3.1932,3.1738,3.1386,1,0.702020202020202,198,0.0,1,2289427.75,-9.38347288686747
17831,1,Ativa,1510,0.666666666666667,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19335,1,Ativa,768,0.363636363636364,S/C,S/C,S/D,S/D,,1,0.0,15,0.0,1,657782609.77,0.0
4810,1,Ativa,4155,0.413793103448276,4,4,2.6786,2.6869,,1,-0.135338345864662,532,0.180451127819549,5,1677832.24,3.68951225015174
2368,1,Ativa,2840,0.384615384615385,5,5,4.4732,4.4717,4.5134,1,-0.265044814340589,781,0.0,2,12886802.0,0.0507493794712703
5518,1,Ativa,593,0.625,4,S/C,2.0558,2.1143,2.1143,1,0.0597345132743363,1808,0.197455752212389,10,1033660.0,0.0282037204907881
2366,1,Ativa,5353,0.5,2,S/C,1.3,1.3,,0,0.0,0,0.0,0,0.0,0.0
17749,1,Ativa,1239,0.6,S/C,S/C,S/D,S/D,S/D,1,0.0,43,0.0,1,-85723.7,0.0
621,0,Ativa,805,0.509615384615385,4,S/C,2.3642,2.5248295306884563,2.2748,1,0.10808665078825,8817,0.258591357604627,25,5741564.0,0.32638732142818
1964,1,Ativa,161,0.676470588235294,4,4,2.0593,2.0593,2.0559,1,-0.0552036199095023,1105,0.0,7,15988.3399999981,-1.37813924819049
1860,0,Ativa,664,0.705882352941177,3,S/C,1.984,1.984,1.984,1,-0.597785977859779,271,0.003690036900369,5,-417038.6,-0.189622784112504
19866,1,Ativa,606,0.333333333333333,S/C,S/C,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
1685,1,Extinta,6601,0.3,S/C,S/C,0,2.0897204081903595,2.16,0,0.0,0,0.0,0,0.0,0.0
16918,0,Ativa,1453,0.5,3,S/C,S/D,S/D,S/D,1,-0.3,50,0.0,3,-54391.64,-1.43068064017848
1933,1,Ativa,740,0.682926829268293,3,S/C,2.2245,2.3218,2.3403,1,0.631067961165049,721,0.199722607489598,10,240437538.34,0.0886639122336301
5180,0,Extinta,3713,0.0,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
12829,1,Extinta,2833,0.2,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
909,0,Ativa,8790,0.583333333333333,3,S/C,1.8112,1.7985,,1,0.108695652173913,414,0.0,3,3996830124.24,7773.08489549616
4077,1,Ativa,2898,0.481481481481481,4,3,2.5868,2.5915,,1,-0.0437158469945356,549,0.0127504553734062,5,1238116.76,0.0134831039034937
1991,1,Extinta,6286,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
5591,1,Ativa,3808,0.153846153846154,3,3,2.3313,2.3891,2.3605,1,-0.0052631578947368,950,0.0926315789473684,14,25760110.15,-30.892210454813
18135,1,Ativa,377,0.5,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
837,0,Ativa,10673,0.166666666666667,3,3,1.74,1.74,1.74,0,0.0,0,0.0,0,0.0,0.0
1151,1,Ativa,1847,0.653846153846154,4,3,3.1778,3.1122,9.285404825557906,1,0.185972369819341,1882,0.352284803400638,13,2316605.02,7.32689724936353
2141,0,Ativa,2244,0.444444444444444,3,S/C,3.108,3.1207,3.1112,1,-0.0579710144927537,552,0.0,2,300856.35,-8.04514229828779
3000,1,Extinta,5277,0.538461538461538,S/C,S/C,2.7459,2.7459,2.7459,0,0.0,0,0.0,0,0.0,0.0
417,1,Ativa,1005,0.743718592964824,3,3,2.9721,2.8457,2.7582,1,-0.201041064198959,51870,0.0337381916329285,97,96135947.24,0.196746410439887
3300,0,Extinta,5971,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3146,0,Ativa,6086,0.166666666666667,3,S/C,2.5109,2.5109,1.9093,1,0.114035087719298,114,0.157894736842105,1,508695.0,-0.191193084986194
109,1,Ativa,2048,0.568181818181818,3,3,2.4738,2.4899,2.4899,1,-0.0117647058823529,765,0.333333333333333,8,2146243.03,-0.417532521442922
3433,1,Extinta,5813,0.0,S/C,S/C,0,0,,0,0.0,0,0.0,0,0.0,0.0
22121,1,Ativa,279,1.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
276,0,Ativa,340,0.75,4,3,2.5637,2.5637,2.5637,1,0.144230769230769,936,0.0138888888888889,1,6953364.45,0.208096894089157
848,1,Ativa,9945,0.153846153846154,3,3,S/D,S/D,,1,24.0,1,0.0,2,1958742.82,-1.91410986187102
1683,1,Ativa,2411,0.6,5,4,2.7591,2.63,2.63,1,-0.260193259486213,4243,0.0,19,20387764.47,0.137805822590887
2270,0,Ativa,2625,0.739130434782609,4,3,2.8341,2.602,2.602,1,-0.0903225806451613,2015,0.105707196029777,12,2012349.4,-0.55916739538879
269,1,Ativa,693,0.377358490566038,4,S/C,2.0772,2.2812,2.2812,1,0.176056338028169,852,0.126760563380282,8,296152.77,-2.92264680909652
4962,0,Ativa,2082,0.728971962616822,4,3,2.7183,2.6812,2.6152,1,0.0970050357805461,3773,0.310363106281474,28,15828283.44,-1.76224233523776
1448,0,Ativa,7004,0.0,S/D,S/D,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
800,0,Extinta,10678,0.2,S/C,S/C,0,0,0,0,0.0,0,0.0,0,0.0,0.0
19551,0,Ativa,5243,0.125,S/D,S/D,S/D,S/D,,0,0.0,0,0.0,0,0.0,0.0
2708,0,Extinta,6522,0.666666666666667,4,S/C,2.23,2.3421910464826685,0,0,0.0,0,0.0,0,0.0,0.0
22263,1,Ativa,97,0.571428571428571,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
13865,1,Ativa,2772,0.533333333333333,3,3,2.335635782842637,2.459,2.459,1,0.971428571428572,35,0.0,1,28773.17,0.0
18745,1,Ativa,805,0.5,3,S/C,S/D,S/D,S/D,1,0.0,95,0.0,2,19138.0,0.0
1749,0,Ativa,6499,0.555555555555556,3,2,2.251,2.3136,2.3136,1,-0.107545533391153,1153,0.0,4,36000.0,0.0
1686,1,Ativa,6601,0.2,3,S/C,1.6436,1.4625,1.4625,1,0.56,50,0.08,2,240437538.34,-77.8919979806916
158,0,Ativa,84,0.862527716186253,4,3,2.6469,1.86,1.86,1,-0.258768177929855,2338,0.0431993156544055,147,4411043.77,-0.612118382663933
18896,1,Ativa,699,0.4,4,S/C,S/D,S/D,S/D,1,0.0,82,0.268292682926829,1,179900.11,0.0
3977,1,Ativa,1106,0.222222222222222,4,2,3.245574902754721,3.3296,1.6213,1,-0.189675870348139,833,0.408163265306122,8,1883300.57,-0.992462545966908
20643,1,Ativa,628,0.25,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
3203,1,Ativa,6312,0.133333333333333,4,S/C,1.4371,1.4371,1.4371,1,0.4,105,0.0,1,392437.44,52.7395733333333
1172,1,Extinta,7556,0.0172413793103448,S/C,S/C,2.3049,1.58,,0,0.0,0,0.0,0,0.0,0.0
2640,0,Extinta,5240,0.571428571428571,3,S/C,0,3.1405,3.14,0,0.0,0,0.0,0,0.0,0.0
14947,1,Ativa,2518,0.875,4,4,2.0738,2.102,2.102,1,-0.191056910569106,492,0.235772357723577,3,1780151.68,1.32189008641715
21764,1,Ativa,381,0.181818181818182,4,S/C,S/D,S/D,S/D,0,0.0,0,0.0,-3,0.0,0.0
20406,1,Ativa,734,0.666666666666667,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
15500,1,Extinta,1453,0.277777777777778,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
22103,0,Ativa,53,0.571428571428571,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
2023,1,Ativa,482,0.626262626262626,5,4,2.6578,2.6775,2.6949,1,-0.0324110671936759,3795,0.615810276679842,17,15577060.56,0.611874352298891
19,0,Ativa,2701,0.834061135371179,4,S/C,2.6195,2.585,2.6436,1,0.049441073139572,15655,0.105780900670712,59,50970474.42,-1.72059121961118
14869,1,Ativa,2530,0.393939393939394,3,3,2.9873,2.9873,2.9873,1,-0.394052044609666,269,0.0,4,935262.61,1.83738485485956
891,1,Ativa,144,0.682242990654206,3,3,2.2155,2.4713,2.4713,1,-0.23667462211615,5028,0.282617342879873,25,431042267.25,-0.48274967759736
13527,0,Ativa,2895,0.8125,4,4,2.8882,2.8488,2.8488,1,0.0519031141868511,289,0.0830449826989619,4,464951.12,0.0
1763,0,Ativa,1949,0.375,4,3,2.9541,2.9541,2.95,1,-0.144444444444445,90,0.133333333333333,2,5714.88000000001,0.68436440802852
18646,1,Ativa,852,0.333333333333333,3,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
19735,1,Ativa,539,0.444444444444444,S/C,S/C,S/D,S/D,S/D,0,0.0,0,0.0,0,0.0,0.0
4669,1,Ativa,4169,0.571428571428571,3,S/C,2.789,2.7323,2.488782378535925,1,0.0990712074303406,646,0.0,6,528270.0,-0.12108233435554
